data;miesiac;oddzial;nr_transakcji;sku;nazwa_produktu;kategoria;ilosc;cena_jedn;cena_katalogowa;rabat;wartosc_brutto
2025-02-25;2025-02;Kraków;;HER-003;Herbata biała Pai Mu Tan 50 g;Herbata;1;34,0;34,0;nie;34,0
2025-02-25;2025-02;Kraków;;HER-006;Matcha ceremonialna 30 g;Herbata;3;69,0;69,0;nie;207,0
2025-02-25;2025-02;Warszawa;WAW/2025/00135;AKC-001;Drip V60 ceramiczny;Akcesoria;2;119,0;119,0;nie;238,0
2025-02-25;2025-02;Warszawa;WAW/2025/00187;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;6;33,15;39,0;tak;198,9
2025-02-25;2025-02;Warszawa;WAW/2025/00204;AKC-004;French press 1 l;Akcesoria;1;79,0;79,0;nie;79,0
2025-02-25;2025-02;Warszawa;WAW/2025/00294;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;1;19,0;19,0;nie;19,0
2025-02-26;2025-02;Gdańsk;GDA-0042;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;2;49,0;49,0;nie;98,0
2025-02-26;2025-02;Gdańsk;GDA-0080;AKC-007;Czajnik z gęsią szyjką 1 l;Akcesoria;6;149,0;149,0;nie;894,0
2025-02-26;2025-02;Gdańsk;GDA-0248;HER-005;Yerba Mate Klasyczna 500 g;Herbata;2;32,0;32,0;nie;64,0
2025-02-26;2025-02;Kraków;;HER-003;Herbata biała Pai Mu Tan 50 g;Herbata;1;28,9;34,0;tak;28,9
2025-02-26;2025-02;Kraków;;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;3;19,0;19,0;nie;57,0
2025-02-26;2025-02;Warszawa;WAW/2025/00066;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;1;42,0;42,0;nie;42,0
2025-02-26;2025-02;Warszawa;WAW/2025/00217;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;1;39,0;39,0;nie;39,0
2025-02-26;2025-02;Warszawa;WAW/2025/00503;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;1;75,65;89,0;tak;75,65
2025-02-27;2025-02;Gdańsk;GDA-0079;HER-005;Yerba Mate Klasyczna 500 g;Herbata;4;32,0;32,0;nie;128,0
2025-02-27;2025-02;Gdańsk;GDA-0099;AKC-003;Młynek ręczny stalowy;Akcesoria;3;189,0;189,0;nie;567,0
2025-02-27;2025-02;Kraków;;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;3;39,0;39,0;nie;117,0
2025-02-27;2025-02;Kraków;;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;1;89,0;89,0;nie;89,0
2025-02-27;2025-02;Kraków;;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;1;95,0;95,0;nie;95,0
2025-02-27;2025-02;Warszawa;WAW/2025/00478;AKC-003;Młynek ręczny stalowy;Akcesoria;1;189,0;189,0;nie;189,0
2025-02-28;2025-02;Gdańsk;GDA-0190;HER-005;Yerba Mate Klasyczna 500 g;Herbata;1;32,0;32,0;nie;32,0
2025-02-28;2025-02;Gdańsk;GDA-0217;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;1;95,0;95,0;nie;95,0
2025-02-28;2025-02;Gdańsk;GDA-0239;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;2;95,0;95,0;nie;190,0
2025-02-28;2025-02;Kraków;;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;1;99,0;99,0;nie;99,0
2025-02-28;2025-02;Kraków;;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;1;99,0;99,0;nie;99,0
2025-02-28;2025-02;Kraków;;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;4;39,0;39,0;nie;156,0
2025-02-28;2025-02;Kraków;;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;1;49,0;49,0;nie;49,0
2025-02-28;2025-02;Warszawa;WAW/2025/00071;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;1;42,0;42,0;nie;42,0
2025-02-28;2025-02;Warszawa;WAW/2025/00150;HER-003;Herbata biała Pai Mu Tan 50 g;Herbata;1;34,0;34,0;nie;34,0
2025-02-28;2025-02;Warszawa;WAW/2025/00230;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;2;75,65;89,0;tak;151,3
2025-02-28;2025-02;Warszawa;WAW/2025/00420;KAW-007;Kapsułki Lungo 30 szt.;Kawa;1;36,0;36,0;nie;36,0
2025-03-01;2025-03;Kraków;;HER-001;Herbata czarna Assam 100 g;Herbata;3;24,0;24,0;nie;72,0
2025-03-01;2025-03;Kraków;;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;1;39,0;39,0;nie;39,0
2025-03-01;2025-03;Warszawa;WAW/2025/00023;KAW-099;;Brak w katalogu;1;55,0;;nie;55,0
2025-03-01;2025-03;Warszawa;WAW/2025/00169;HER-003;Herbata biała Pai Mu Tan 50 g;Herbata;2;34,0;34,0;nie;68,0
2025-03-01;2025-03;Warszawa;WAW/2025/00183;AKC-002;Filtry papierowe V60 100 szt.;Akcesoria;1;21,25;25,0;tak;21,25
2025-03-02;2025-03;Gdańsk;GDA-0016;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;1;95,0;95,0;nie;95,0
2025-03-02;2025-03;Kraków;;AKC-004;French press 1 l;Akcesoria;1;79,0;79,0;nie;79,0
2025-03-02;2025-03;Warszawa;WAW/2025/00210;HER-001;Herbata czarna Assam 100 g;Herbata;3;24,0;24,0;nie;72,0
2025-03-02;2025-03;Warszawa;WAW/2025/00278;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;3;49,0;49,0;nie;147,0
2025-03-02;2025-03;Warszawa;WAW/2025/00380;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;1;80,75;95,0;tak;80,75
2025-03-03;2025-03;Gdańsk;GDA-0159;HER-001;Herbata czarna Assam 100 g;Herbata;1;24,0;24,0;nie;24,0
2025-03-03;2025-03;Gdańsk;GDA-0250;AKC-005;Kubek termiczny 350 ml;Akcesoria;6;59,0;59,0;nie;354,0
2025-03-03;2025-03;Gdańsk;GDA-0258;AKC-004;French press 1 l;Akcesoria;3;79,0;79,0;nie;237,0
2025-03-03;2025-03;Kraków;;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;2;19,0;19,0;nie;38,0
2025-03-03;2025-03;Kraków;;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;2;95,0;95,0;nie;190,0
2025-03-03;2025-03;Kraków;;HER-002;Herbata zielona Sencha 100 g;Herbata;2;24,65;29,0;tak;49,3
2025-03-03;2025-03;Kraków;;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;1;99,0;99,0;nie;99,0
2025-03-03;2025-03;Kraków;;HER-002;Herbata zielona Sencha 100 g;Herbata;3;24,65;29,0;tak;73,95
2025-03-03;2025-03;Kraków;;HER-006;Matcha ceremonialna 30 g;Herbata;1;69,0;69,0;nie;69,0
2025-03-03;2025-03;Kraków;;HER-005;Yerba Mate Klasyczna 500 g;Herbata;1;32,0;32,0;nie;32,0
2025-03-03;2025-03;Kraków;;KAW-007;Kapsułki Lungo 30 szt.;Kawa;1;30,6;36,0;tak;30,6
2025-03-03;2025-03;Warszawa;WAW/2025/00038;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;1;19,0;19,0;nie;19,0
2025-03-03;2025-03;Warszawa;WAW/2025/00386;AKC-002;Filtry papierowe V60 100 szt.;Akcesoria;1;25,0;25,0;nie;25,0
2025-03-03;2025-03;Warszawa;WAW/2025/00417;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;2;42,0;42,0;nie;84,0
2025-03-04;2025-03;Gdańsk;GDA-0022;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;1;95,0;95,0;nie;95,0
2025-03-04;2025-03;Gdańsk;GDA-0093;HER-001;Herbata czarna Assam 100 g;Herbata;1;24,0;24,0;nie;24,0
2025-03-04;2025-03;Kraków;;HER-005;Yerba Mate Klasyczna 500 g;Herbata;1;32,0;32,0;nie;32,0
2025-03-04;2025-03;Kraków;;HER-006;Matcha ceremonialna 30 g;Herbata;2;58,65;69,0;tak;117,3
2025-03-04;2025-03;Warszawa;WAW/2025/00088;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;1;89,0;89,0;nie;89,0
2025-03-04;2025-03;Warszawa;WAW/2025/00090;HER-006;Matcha ceremonialna 30 g;Herbata;1;69,0;69,0;nie;69,0
2025-03-04;2025-03;Warszawa;WAW/2025/00147;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;6;95,0;95,0;nie;570,0
2025-03-04;2025-03;Warszawa;WAW/2025/00180;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;1;49,0;49,0;nie;49,0
2025-03-04;2025-03;Warszawa;WAW/2025/00290;HER-003;Herbata biała Pai Mu Tan 50 g;Herbata;1;34,0;34,0;nie;34,0
2025-03-04;2025-03;Warszawa;WAW/2025/00411;HER-006;Matcha ceremonialna 30 g;Herbata;2;69,0;69,0;nie;138,0
2025-03-04;2025-03;Warszawa;WAW/2025/00414;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;1;95,0;95,0;nie;95,0
2025-03-05;2025-03;Gdańsk;GDA-0277;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;2;80,75;95,0;tak;161,5
2025-03-05;2025-03;Kraków;;AKC-005;Kubek termiczny 350 ml;Akcesoria;3;50,15;59,0;tak;150,45
2025-03-05;2025-03;Warszawa;WAW/2025/00061;HER-006;Matcha ceremonialna 30 g;Herbata;1;69,0;69,0;nie;69,0
2025-03-05;2025-03;Warszawa;WAW/2025/00164;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;1;16,15;19,0;tak;16,15
2025-03-06;2025-03;Gdańsk;GDA-0221;AKC-050;;Brak w katalogu;1;55,0;;nie;55,0
2025-03-06;2025-03;Kraków;;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;1;89,0;89,0;nie;89,0
2025-03-06;2025-03;Kraków;;HER-003;Herbata biała Pai Mu Tan 50 g;Herbata;4;34,0;34,0;nie;136,0
2025-03-06;2025-03;Warszawa;WAW/2025/00170;HER-005;Yerba Mate Klasyczna 500 g;Herbata;1;32,0;32,0;nie;32,0
2025-03-06;2025-03;Warszawa;WAW/2025/00307;HER-002;Herbata zielona Sencha 100 g;Herbata;3;29,0;29,0;nie;87,0
2025-03-06;2025-03;Warszawa;WAW/2025/00415;AKC-005;Kubek termiczny 350 ml;Akcesoria;4;50,15;59,0;tak;200,6
2025-03-07;2025-03;Kraków;;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;4;39,0;39,0;nie;156,0
2025-03-07;2025-03;Warszawa;WAW/2025/00107;HER-003;Herbata biała Pai Mu Tan 50 g;Herbata;1;34,0;34,0;nie;34,0
2025-03-07;2025-03;Warszawa;WAW/2025/00277;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;3;42,0;42,0;nie;126,0
2025-03-08;2025-03;Gdańsk;GDA-0084;HER-003;Herbata biała Pai Mu Tan 50 g;Herbata;1;34,0;34,0;nie;34,0
2025-03-08;2025-03;Gdańsk;GDA-0132;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;2;42,0;42,0;nie;84,0
2025-03-08;2025-03;Gdańsk;GDA-0178;HER-005;Yerba Mate Klasyczna 500 g;Herbata;3;32,0;32,0;nie;96,0
2025-03-08;2025-03;Kraków;;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;1;95,0;95,0;nie;95,0
2025-03-08;2025-03;Kraków;;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;2;42,0;42,0;nie;84,0
2025-03-08;2025-03;Warszawa;WAW/2025/00073;KAW-007;Kapsułki Lungo 30 szt.;Kawa;1;36,0;36,0;nie;36,0
2025-03-08;2025-03;Warszawa;WAW/2025/00338;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;1;80,75;95,0;tak;80,75
2025-03-08;2025-03;Warszawa;WAW/2025/00382;HER-003;Herbata biała Pai Mu Tan 50 g;Herbata;6;34,0;34,0;nie;204,0
2025-03-09;2025-03;Kraków;;KAW-007;Kapsułki Lungo 30 szt.;Kawa;1;36,0;36,0;nie;36,0
2025-03-09;2025-03;Kraków;;HER-006;Matcha ceremonialna 30 g;Herbata;1;69,0;69,0;nie;69,0
2025-03-09;2025-03;Warszawa;WAW/2025/00104;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;2;19,0;19,0;nie;38,0
2025-03-09;2025-03;Warszawa;WAW/2025/00167;HER-003;Herbata biała Pai Mu Tan 50 g;Herbata;1;34,0;34,0;nie;34,0
2025-03-09;2025-03;Warszawa;WAW/2025/00245;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;1;49,0;49,0;nie;49,0
2025-03-10;2025-03;Gdańsk;GDA-0129;HER-003;Herbata biała Pai Mu Tan 50 g;Herbata;2;34,0;34,0;nie;68,0
2025-03-10;2025-03;Kraków;;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;1;75,65;89,0;tak;75,65
2025-03-10;2025-03;Kraków;;KAW-099;;Brak w katalogu;1;55,0;;nie;55,0
2025-03-10;2025-03;Kraków;;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;6;49,0;49,0;nie;294,0
2025-03-10;2025-03;Warszawa;WAW/2025/00122;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;2;49,0;49,0;nie;98,0
2025-03-10;2025-03;Warszawa;WAW/2025/00179;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;1;19,0;19,0;nie;19,0
2025-03-10;2025-03;Warszawa;WAW/2025/00475;HER-006;Matcha ceremonialna 30 g;Herbata;1;69,0;69,0;nie;69,0
2025-03-11;2025-03;Gdańsk;GDA-0102;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;1;99,0;99,0;nie;99,0
2025-03-11;2025-03;Kraków;;AKC-001;Drip V60 ceramiczny;Akcesoria;1;119,0;119,0;nie;119,0
2025-03-11;2025-03;Kraków;;AKC-004;French press 1 l;Akcesoria;1;79,0;79,0;nie;79,0
2025-03-12;2025-03;Gdańsk;GDA-0130;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;1;99,0;99,0;nie;99,0
2025-03-12;2025-03;Gdańsk;GDA-0227;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;1;39,0;39,0;nie;39,0
2025-03-12;2025-03;Kraków;;AKC-007;Czajnik z gęsią szyjką 1 l;Akcesoria;1;149,0;149,0;nie;149,0
2025-03-12;2025-03;Kraków;;HER-003;Herbata biała Pai Mu Tan 50 g;Herbata;3;34,0;34,0;nie;102,0
2025-03-12;2025-03;Kraków;;HER-002;Herbata zielona Sencha 100 g;Herbata;1;29,0;29,0;nie;29,0
2025-03-12;2025-03;Warszawa;WAW/2025/00404;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;2;42,0;42,0;nie;84,0
2025-03-12;2025-03;Warszawa;WAW/2025/00445;KAW-007;Kapsułki Lungo 30 szt.;Kawa;2;36,0;36,0;nie;72,0
2025-03-13;2025-03;Gdańsk;GDA-0071;HER-006;Matcha ceremonialna 30 g;Herbata;4;69,0;69,0;nie;276,0
2025-03-13;2025-03;Gdańsk;GDA-0097;KAW-007;Kapsułki Lungo 30 szt.;Kawa;1;30,6;36,0;tak;30,6
2025-03-13;2025-03;Gdańsk;GDA-0195;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;1;75,65;89,0;tak;75,65
2025-03-13;2025-03;Gdańsk;GDA-0253;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;1;49,0;49,0;nie;49,0
2025-03-13;2025-03;Kraków;;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;1;95,0;95,0;nie;95,0
2025-03-13;2025-03;Warszawa;WAW/2025/00308;HER-002;Herbata zielona Sencha 100 g;Herbata;1;29,0;29,0;nie;29,0
2025-03-13;2025-03;Warszawa;WAW/2025/00449;HER-001;Herbata czarna Assam 100 g;Herbata;1;24,0;24,0;nie;24,0
2025-03-14;2025-03;Gdańsk;GDA-0090;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;4;39,0;39,0;nie;156,0
2025-03-14;2025-03;Kraków;;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;3;89,0;89,0;nie;267,0
2025-03-14;2025-03;Kraków;;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;1;89,0;89,0;nie;89,0
2025-03-14;2025-03;Warszawa;WAW/2025/00407;HER-006;Matcha ceremonialna 30 g;Herbata;1;69,0;69,0;nie;69,0
2025-03-15;2025-03;Gdańsk;GDA-0040;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;1;42,0;42,0;nie;42,0
2025-03-15;2025-03;Gdańsk;GDA-0273;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;1;49,0;49,0;nie;49,0
2025-03-15;2025-03;Warszawa;WAW/2025/00019;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;3;95,0;95,0;nie;285,0
2025-03-15;2025-03;Warszawa;WAW/2025/00263;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;1;89,0;89,0;nie;89,0
2025-03-15;2025-03;Warszawa;WAW/2025/00266;AKC-006;Waga kuchenna z timerem;Akcesoria;1;84,15;99,0;tak;84,15
2025-03-15;2025-03;Warszawa;WAW/2025/00435;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;1;19,0;19,0;nie;19,0
2025-03-16;2025-03;Gdańsk;GDA-0077;AKC-003;Młynek ręczny stalowy;Akcesoria;1;189,0;189,0;nie;189,0
2025-03-16;2025-03;Gdańsk;GDA-0209;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;1;42,0;42,0;nie;42,0
2025-03-16;2025-03;Kraków;;HER-002;Herbata zielona Sencha 100 g;Herbata;2;29,0;29,0;nie;58,0
2025-03-16;2025-03;Kraków;;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;3;89,0;89,0;nie;267,0
2025-03-16;2025-03;Warszawa;WAW/2025/00119;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;3;89,0;89,0;nie;267,0
2025-03-16;2025-03;Warszawa;WAW/2025/00398;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;6;42,0;42,0;nie;252,0
2025-03-16;2025-03;Warszawa;WAW/2025/00483;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;3;39,0;39,0;nie;117,0
2025-03-17;2025-03;Gdańsk;GDA-0073;AKC-007;Czajnik z gęsią szyjką 1 l;Akcesoria;2;149,0;149,0;nie;298,0
2025-03-17;2025-03;Warszawa;WAW/2025/00321;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;6;39,0;39,0;nie;234,0
2025-03-17;2025-03;Warszawa;WAW/2025/00441;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;2;89,0;89,0;nie;178,0
2025-03-18;2025-03;Gdańsk;GDA-0236;HER-003;Herbata biała Pai Mu Tan 50 g;Herbata;1;34,0;34,0;nie;34,0
2025-03-18;2025-03;Kraków;;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;2;99,0;99,0;nie;198,0
2025-03-18;2025-03;Kraków;;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;3;49,0;49,0;nie;147,0
2025-03-18;2025-03;Kraków;;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;2;19,0;19,0;nie;38,0
2025-03-18;2025-03;Kraków;;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;1;89,0;89,0;nie;89,0
2025-03-18;2025-03;Warszawa;WAW/2025/00010;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;1;95,0;95,0;nie;95,0
2025-03-18;2025-03;Warszawa;WAW/2025/00011;HER-006;Matcha ceremonialna 30 g;Herbata;1;69,0;69,0;nie;69,0
2025-03-18;2025-03;Warszawa;WAW/2025/00330;AKC-006;Waga kuchenna z timerem;Akcesoria;6;84,15;99,0;tak;504,9
2025-03-18;2025-03;Warszawa;WAW/2025/00332;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;1;89,0;89,0;nie;89,0
2025-03-18;2025-03;Warszawa;WAW/2025/00384;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;1;99,0;99,0;nie;99,0
2025-03-18;2025-03;Warszawa;WAW/2025/00490;KAW-007;Kapsułki Lungo 30 szt.;Kawa;1;36,0;36,0;nie;36,0
2025-03-19;2025-03;Gdańsk;GDA-0245;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;1;99,0;99,0;nie;99,0
2025-03-19;2025-03;Gdańsk;GDA-0300;HER-006;Matcha ceremonialna 30 g;Herbata;1;69,0;69,0;nie;69,0
2025-03-19;2025-03;Kraków;;AKC-007;Czajnik z gęsią szyjką 1 l;Akcesoria;2;149,0;149,0;nie;298,0
2025-03-19;2025-03;Kraków;;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;1;16,15;19,0;tak;16,15
2025-03-19;2025-03;Kraków;;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;3;19,0;19,0;nie;57,0
2025-03-19;2025-03;Kraków;;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;2;49,0;49,0;nie;98,0
2025-03-19;2025-03;Warszawa;WAW/2025/00231;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;2;39,0;39,0;nie;78,0
2025-03-20;2025-03;Gdańsk;GDA-0196;AKC-003;Młynek ręczny stalowy;Akcesoria;2;189,0;189,0;nie;378,0
2025-03-20;2025-03;Kraków;;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;1;95,0;95,0;nie;95,0
2025-03-20;2025-03;Warszawa;WAW/2025/00252;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;2;39,0;39,0;nie;78,0
2025-03-20;2025-03;Warszawa;WAW/2025/00432;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;4;80,75;95,0;tak;323,0
2025-03-21;2025-03;Warszawa;WAW/2025/00032;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;1;42,0;42,0;nie;42,0
2025-03-21;2025-03;Warszawa;WAW/2025/00227;AKC-007;Czajnik z gęsią szyjką 1 l;Akcesoria;2;149,0;149,0;nie;298,0
2025-03-21;2025-03;Warszawa;WAW/2025/00438;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;1;39,0;39,0;nie;39,0
2025-03-21;2025-03;Warszawa;WAW/2025/00481;HER-003;Herbata biała Pai Mu Tan 50 g;Herbata;3;28,9;34,0;tak;86,7
2025-03-22;2025-03;Gdańsk;GDA-0183;KAW-007;Kapsułki Lungo 30 szt.;Kawa;2;36,0;36,0;nie;72,0
2025-03-22;2025-03;Kraków;;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;1;33,15;39,0;tak;33,15
2025-03-22;2025-03;Warszawa;WAW/2025/00014;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;2;39,0;39,0;nie;78,0
2025-03-22;2025-03;Warszawa;WAW/2025/00157;AKC-007;Czajnik z gęsią szyjką 1 l;Akcesoria;1;149,0;149,0;nie;149,0
2025-03-22;2025-03;Warszawa;WAW/2025/00201;AKC-003;Młynek ręczny stalowy;Akcesoria;4;189,0;189,0;nie;756,0
2025-03-22;2025-03;Warszawa;WAW/2025/00213;KAW-007;Kapsułki Lungo 30 szt.;Kawa;1;30,6;36,0;tak;30,6
2025-03-22;2025-03;Warszawa;WAW/2025/00228;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;1;19,0;19,0;nie;19,0
2025-03-23;2025-03;Gdańsk;GDA-0186;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;1;19,0;19,0;nie;19,0
2025-03-23;2025-03;Gdańsk;GDA-0256;KAW-007;Kapsułki Lungo 30 szt.;Kawa;1;36,0;36,0;nie;36,0
2025-03-23;2025-03;Gdańsk;GDA-0286;HER-003;Herbata biała Pai Mu Tan 50 g;Herbata;1;34,0;34,0;nie;34,0
2025-03-23;2025-03;Kraków;;HER-003;Herbata biała Pai Mu Tan 50 g;Herbata;1;34,0;34,0;nie;34,0
2025-03-23;2025-03;Warszawa;WAW/2025/00509;AKC-002;Filtry papierowe V60 100 szt.;Akcesoria;1;25,0;25,0;nie;25,0
2025-03-24;2025-03;Gdańsk;GDA-0180;HER-002;Herbata zielona Sencha 100 g;Herbata;1;29,0;29,0;nie;29,0
2025-03-24;2025-03;Kraków;;HER-005;Yerba Mate Klasyczna 500 g;Herbata;4;32,0;32,0;nie;128,0
2025-03-24;2025-03;Kraków;;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;1;49,0;49,0;nie;49,0
2025-03-24;2025-03;Kraków;;KAW-007;Kapsułki Lungo 30 szt.;Kawa;2;36,0;36,0;nie;72,0
2025-03-24;2025-03;Kraków;;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;2;95,0;95,0;nie;190,0
2025-03-24;2025-03;Warszawa;WAW/2025/00001;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;3;33,15;39,0;tak;99,45
2025-03-24;2025-03;Warszawa;WAW/2025/00359;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;3;99,0;99,0;nie;297,0
2025-03-24;2025-03;Warszawa;WAW/2025/00424;HER-006;Matcha ceremonialna 30 g;Herbata;1;58,65;69,0;tak;58,65
2025-03-24;2025-03;Warszawa;WAW/2025/00440;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;6;99,0;99,0;nie;594,0
2025-03-24;2025-03;Warszawa;WAW/2025/00454;HER-001;Herbata czarna Assam 100 g;Herbata;1;24,0;24,0;nie;24,0
2025-03-25;2025-03;Gdańsk;GDA-0033;HER-002;Herbata zielona Sencha 100 g;Herbata;4;29,0;29,0;nie;116,0
2025-03-25;2025-03;Kraków;;HER-002;Herbata zielona Sencha 100 g;Herbata;1;29,0;29,0;nie;29,0
2025-03-25;2025-03;Kraków;;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;1;99,0;99,0;nie;99,0
2025-03-25;2025-03;Kraków;;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;1;95,0;95,0;nie;95,0
2025-03-25;2025-03;Warszawa;WAW/2025/00052;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;4;99,0;99,0;nie;396,0
2025-03-25;2025-03;Warszawa;WAW/2025/00074;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;1;89,0;89,0;nie;89,0
2025-03-25;2025-03;Warszawa;WAW/2025/00189;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;1;39,0;39,0;nie;39,0
2025-03-25;2025-03;Warszawa;WAW/2025/00221;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;1;95,0;95,0;nie;95,0
2025-03-26;2025-03;Gdańsk;GDA-0007;AKC-006;Waga kuchenna z timerem;Akcesoria;2;99,0;99,0;nie;198,0
